user_id,user_type,google_place_id,rating
u002,beach_lover,ChIJAVOSl9OZqTMRKFuj71JIJUI,5.0
u002,beach_lover,ChIJe1YOacaZqTMRnoLk8S08RpA,4.35
u002,beach_lover,ChIJLzAmDPGdqTMRN8TcyJ2LUeY,4.35
u002,beach_lover,ChIJgS9PmPehqTMRyq8XLx6sGY0,4.4
u002,beach_lover,ChIJS9U3GSF1qTMRl96pI_gSsiY,2.51
u002,beach_lover,ChIJz96HUoFSqDMRiWAzJS1YPZE,5.0
u002,beach_lover,ChIJb-hseIBNqDMRltzlJ--Pi2E,3.17
u002,beach_lover,ChIJpfHZ5QmdqzMREoJ6M-NUHDo,2.83
u002,beach_lover,ChIJ6ySGXsqQqTMRRk3pyfCJX50,3.78
u002,beach_lover,ChIJmbvB_-m8qTMRlsBKWcnblBk,5.0
u002,beach_lover,ChIJp_Zn_ZmQqTMRlmi_WfwGL6k,4.27
u002,beach_lover,ChIJb0afFee8qTMRbiuGztZQ7so,4.99
u002,beach_lover,ChIJ91Cv8om9qTMR_USQoLPS8Mo,3.92
u002,beach_lover,ChIJM15Hr4SQqTMRLloU8vBMML4,3.9
u002,beach_lover,ChIJQQLMF7WHqDMR36mJ20ZmU-g,2.16
u002,beach_lover,ChIJCc2YS2-7qTMRVPnFSJH-p7c,5.0
u002,beach_lover,ChIJGcYFFEiXqTMR4WARa1cjO_c,4.37
u002,beach_lover,ChIJq7kHmFZ4qTMROLtDWZlh1yM,5.0
u002,beach_lover,ChIJ0_-59xx4qTMR0e8B4VG5C1o,5.0
u002,beach_lover,ChIJU_IxCS6XqTMRV2W5EBLoxlU,3.52
u002,beach_lover,ChIJGznepoK8qTMRnZIQyXW5e4Y,4.94
u002,beach_lover,ChIJQzUaun4HqTMRxhV0lNxMGnw,3.81
u002,beach_lover,ChIJvcQXCSCPqTMRgWbEMr0Mr1o,5.0
u002,beach_lover,ChIJ-0VkX095qTMRUjEt7d9mKhc,4.36
u002,beach_lover,ChIJj7Op3Xy7qTMRX3GDH0PMHaM,5.0
u002,beach_lover,ChIJw575NhiRqTMRkr_Aq_Xg5PY,5.0
u002,beach_lover,ChIJ_e8i95qQqTMRG0k2tgaKzFw,4.95
u002,beach_lover,ChIJ5YXPXZqQqTMRAUTXYe0eF_M,3.86
u002,beach_lover,ChIJm6vfmXiXqTMR4kJkv5iCjuw,2.58
u002,beach_lover,ChIJz9Y5qGmZqTMRl2Lc5DD9XmM,5.0
u002,beach_lover,ChIJfa2ejy-XqTMRwZUTlx45c_k,5.0
u002,beach_lover,ChIJ-xuu4Hq7qTMRTQKJtzK8dhI,5.0
u002,beach_lover,ChIJ5TdO_UaRqTMR4R_y76E3BhA,5.0
u002,beach_lover,ChIJ8RtLpW-bqTMRTGQRKoauawU,4.25
u002,beach_lover,ChIJF894QDCdqTMRfO-Q5OenVLU,5.0
u002,beach_lover,ChIJldAx2Al_qTMROtLD4K5oONo,4.7
u002,beach_lover,ChIJgdHK9fedqTMRjVz01w_oFj0,4.56
u002,beach_lover,ChIJP14r2qViqDMRl3szqgqBl0Q,4.6
u002,beach_lover,ChIJfWLlM9CzqTMRlJeGkHWLye8,1.67
u002,beach_lover,ChIJyfdN_2-RqTMRqhCNpTasriQ,4.33
u002,beach_lover,ChIJzx5BolKZqTMR3hpd77w-Fac,5.0
u002,beach_lover,ChIJA-UVq9mhqTMRLYWCoQlHlKk,4.23
u002,beach_lover,ChIJd_jrWVWZqTMRxkCd_5mYRjs,5.0
u002,beach_lover,ChIJv63SKwCfqTMRdWvwes3Vvmc,2.45
u002,beach_lover,ChIJi4EUR7egqTMRsqagmytm8LU,4.38
u002,beach_lover,ChIJvTK96lqfqTMRf85W9lgIVOM,1.98
u002,beach_lover,ChIJ3wv5kX-ZqTMRlPSwIKPdgX8,4.05
u002,beach_lover,ChIJSbkRxsygqTMRnMB8aYzITAk,4.77
u002,beach_lover,ChIJgYn8TwKvqTMRF6EEG8vfAmY,5.0
u002,beach_lover,ChIJ6TRaEUWZqTMRlloIrB56UHM,3.62
u002,beach_lover,ChIJv5WUaV-ZqTMRx2A_hZ7kr7k,3.74
u002,beach_lover,ChIJ1TE752ObqTMRjb3IQ-dCLuY,1.69
u002,beach_lover,ChIJg7CD61CZqTMRx0_t_IRhVwU,2.14
u002,beach_lover,ChIJ67giJ6-eqTMRQw-9KuvKcy0,1.69
u003,beach_lover,ChIJPwVVvlqfqTMR8k8YW0-7Luo,1.3
u003,beach_lover,ChIJAeJQylufqTMRoYHzWBE4lzM,4.83
u003,beach_lover,ChIJQVwA2-ObqTMR--ZXFjrCXiQ,3.41
u003,beach_lover,ChIJ1x1EHOGbqTMR5_q34HlTerk,4.98
u003,beach_lover,ChIJO88KUwCfqTMRXjMon7rGBD0,2.29
u003,beach_lover,ChIJ-5U3mZehqTMRyboNdkeoXsQ,5.0
u003,beach_lover,ChIJzaFdmHHAqzMRzyRjfu-ZeDU,4.7
u003,beach_lover,ChIJQRl4S1iZqTMRZzvp3uOXAFg,1.85
u003,beach_lover,ChIJ95A-5AycqTMRAigIv9nsSQs,2.12
u003,beach_lover,ChIJzS-uWE6ZqTMR7yjRf5E9bt0,3.78
u003,beach_lover,ChIJfwUUEeGiqzMRDZchWloRdos,2.57
u003,beach_lover,ChIJpfi_g_WaqTMRbZPSsZ7-BsU,2.08
u003,beach_lover,ChIJdcjIFgucqTMR-kymV6QRuqA,5.0
u003,beach_lover,ChIJ2cwbW-ObqTMR4tzhhkB7vR4,4.89
u003,beach_lover,ChIJyW0jcSeZqTMR0b9f4EWpuEc,5.0
u003,beach_lover,ChIJQal5Z7KZqTMRFcu9gkc0tPA,4.15
u003,beach_lover,ChIJfRI3rGyZqTMRBWJSbUL8GgA,4.92
u003,beach_lover,ChIJTTtaWgCZqTMRmExL0sIjxn8,4.7
u003,beach_lover,ChIJKxKUzy2ZqTMRklrAkX2L0Dw,5.0
u003,beach_lover,ChIJq2IdQWaZqTMRwAM6-07QJa4,4.68
u003,beach_lover,ChIJnymbkC6bqTMRg5714hrA8KQ,5.0
u003,beach_lover,ChIJoctHCzGfqTMRwbPMOYZszkI,5.0
u003,beach_lover,ChIJweRU5zqZqTMRgicIr3-9X-k,4.92
u003,beach_lover,ChIJx4Nv9uObqTMRGFMN-u7faPY,3.93
u003,beach_lover,ChIJC4MIgnKZqTMRWP3VNaYBOF4,1.62
u003,beach_lover,ChIJe1YOacaZqTMRnoLk8S08RpA,4.39
u003,beach_lover,ChIJy7bCWACZqTMRwJqN2l380Xg,4.81
u003,beach_lover,ChIJ4RTeoEmfqTMRModG8vGejS4,2.75
u003,beach_lover,ChIJ63Ev1YmfqTMRrgawI1Ce37g,2.79
u003,beach_lover,ChIJgS9PmPehqTMRyq8XLx6sGY0,4.0
u003,beach_lover,ChIJC9NyI_KhqTMRhFllDPnu55A,2.21
u003,beach_lover,ChIJz96HUoFSqDMRiWAzJS1YPZE,4.1
u003,beach_lover,ChIJYUesWrZ3qTMR_IFpUBtMg10,2.18
u003,beach_lover,ChIJq60TnTZlqTMR7a6qpH4pCY4,1.78
u003,beach_lover,ChIJ58BwOoR9qTMRJRhvntyceiA,2.01
u003,beach_lover,ChIJ6ySGXsqQqTMRRk3pyfCJX50,4.47
u003,beach_lover,ChIJmbvB_-m8qTMRlsBKWcnblBk,4.1
u003,beach_lover,ChIJwe0ZcZeQqTMRcQyI7b112-M,4.69
u003,beach_lover,ChIJb0afFee8qTMRbiuGztZQ7so,5.0
u003,beach_lover,ChIJG9JQXumcqTMRWJgTND_Ta2o,4.24
u003,beach_lover,ChIJGcYFFEiXqTMR4WARa1cjO_c,4.98
u003,beach_lover,ChIJq7kHmFZ4qTMROLtDWZlh1yM,5.0
u003,beach_lover,ChIJFQNCUQazqTMRxLeiIknm_YI,4.07
u003,beach_lover,ChIJUfCdFT1nqDMRRkkRFnT_Oek,3.77
u003,beach_lover,ChIJ0_-59xx4qTMR0e8B4VG5C1o,4.81
u003,beach_lover,ChIJkfuGOei8qTMRAbnPGN09L5k,4.37
u003,beach_lover,ChIJQzUaun4HqTMRxhV0lNxMGnw,4.16
u003,beach_lover,ChIJ-QlA2iyXqTMRL-gEYKw3WqU,5.0
u003,beach_lover,ChIJ-0VkX095qTMRUjEt7d9mKhc,3.98
u003,beach_lover,ChIJj7Op3Xy7qTMRX3GDH0PMHaM,5.0
u003,beach_lover,ChIJw575NhiRqTMRkr_Aq_Xg5PY,5.0
u003,beach_lover,ChIJ5YXPXZqQqTMRAUTXYe0eF_M,5.0
u003,beach_lover,ChIJIcZcTHmaqTMRGucL2_tRCFs,4.98
u003,beach_lover,ChIJz9Y5qGmZqTMRl2Lc5DD9XmM,4.16
u003,beach_lover,ChIJfa2ejy-XqTMRwZUTlx45c_k,5.0
u003,beach_lover,ChIJ8RtLpW-bqTMRTGQRKoauawU,5.0
u003,beach_lover,ChIJldAx2Al_qTMROtLD4K5oONo,4.69
u003,beach_lover,ChIJP14r2qViqDMRl3szqgqBl0Q,4.27
u003,beach_lover,ChIJyfdN_2-RqTMRqhCNpTasriQ,4.47
u003,beach_lover,ChIJA-UVq9mhqTMRLYWCoQlHlKk,4.86
u003,beach_lover,ChIJeZUdou-fqTMRjfzOHy-pcyA,1.39
u003,beach_lover,ChIJi4EUR7egqTMRsqagmytm8LU,4.36
u003,beach_lover,ChIJ013nv-rBqzMRWtmyu0q6lNk,5.0
u003,beach_lover,ChIJ3wv5kX-ZqTMRlPSwIKPdgX8,3.68
u003,beach_lover,ChIJSbkRxsygqTMRnMB8aYzITAk,4.37
u003,beach_lover,ChIJ4W49zRiVqzMRnw1Db0kd0dg,5.0
u003,beach_lover,ChIJOeOaYJ-eqTMRfWFJ4na_pHc,4.38
u003,beach_lover,ChIJBdMP0hucqTMRLk-E6I6Sl04,3.05
u003,beach_lover,ChIJxZmjGUaZqTMRR5u5Tob6zGI,2.47
u003,beach_lover,ChIJ6TRaEUWZqTMRlloIrB56UHM,3.15
u003,beach_lover,ChIJzYaCh0aZqTMRvuQBLuSfLXU,2.14
u003,beach_lover,ChIJEyWnqmyZqTMRrrqU4cQyuvc,2.34
u003,beach_lover,ChIJz3YfNDyZqTMR8m8io1I0P6k,1.67
u003,beach_lover,ChIJQ6Q3gL5zqTMRxMbCTo2EC4Q,4.2
u004,beach_lover,ChIJU4E_P7yeqTMRmYjKAQ_D5kY,1.39
u004,beach_lover,ChIJocIZfv6bqTMRMHD_dmj-wqg,1.66
u004,beach_lover,ChIJ__-v5-GbqTMRZsiTt-BnJLw,2.97
u004,beach_lover,ChIJ0_q_fuGbqTMR7Jtr5sWh-hU,2.52
u004,beach_lover,ChIJJ6QUUPKhqTMRNu715p48jA8,3.86
u004,beach_lover,ChIJzaFdmHHAqzMRzyRjfu-ZeDU,5.0
u004,beach_lover,ChIJL_Kb3FidqzMRBxynW5Qfs0I,2.38
u004,beach_lover,ChIJf4X5EVeZqTMRQ_EpX26alNA,2.39
u004,beach_lover,ChIJ3xcIQNCXqTMR5QCimnAfri4,3.41
u004,beach_lover,ChIJP_YPFwq9qTMRhff__b7AQqY,1.82
u004,beach_lover,ChIJzS-uWE6ZqTMR7yjRf5E9bt0,4.04
u004,beach_lover,ChIJzQIV3CGZqTMRlWk_9p1F2hQ,4.87
u004,beach_lover,ChIJyW0jcSeZqTMR0b9f4EWpuEc,5.0
u004,beach_lover,ChIJQal5Z7KZqTMRFcu9gkc0tPA,4.89
u004,beach_lover,ChIJfRI3rGyZqTMRBWJSbUL8GgA,4.68
u004,beach_lover,ChIJIZuZLe6fqTMRbFYuHglJhi8,5.0
u004,beach_lover,ChIJUx46VEmiqTMRezSBgzolhYY,4.89
u004,beach_lover,ChIJtSnELYSeqTMRQqPG-w9c_70,4.58
u004,beach_lover,ChIJKxKUzy2ZqTMRklrAkX2L0Dw,5.0
u004,beach_lover,ChIJx537uT2fqTMRrXbUsCzgeTg,4.44
u004,beach_lover,ChIJBeMWxG6hqTMRqrRmWNRSU8A,4.64
u004,beach_lover,ChIJNT-ySLOjqTMR0X8ElltDdHY,5.0
u004,beach_lover,ChIJQbvakUKZqTMREmJfSE0UT84,5.0
u004,beach_lover,ChIJHzm1fOSYqTMRC7axYsoc5cY,5.0
u004,beach_lover,ChIJw-sAySGZqTMR9MobrYMi8GY,1.44
u004,beach_lover,ChIJ4bEIWb6ZqTMRFS8ArYDXz6Q,5.0
u004,beach_lover,ChIJweRU5zqZqTMRgicIr3-9X-k,3.97
